user_id,persona,n,actual_accuracy,dars_brier,glicko2_brier,brier_delta_glicko_minus_dars,dars_log_loss,glicko2_log_loss,log_loss_delta_glicko_minus_dars,dars_final_rating,glicko2_final_rating,glicko2_final_rd
stu_fte455_146,steady_improver,262,0.6603053435114504,0.23314576571730386,0.24943946328449784,0.016293697567193982,0.6594434607222404,0.6935309683657594,0.03408750764351909,1577.0,1553.731389869802,64.06276248074724
stu_fte455_033,slow_analytical,221,0.583710407239819,0.26277290494992295,0.2781428297838841,0.015369924833961157,0.7307736607173312,0.7590815694520967,0.02830790873476552,1488.0,1457.9004368941498,48.2834401503403
stu_fte455_135,remediation_responder,205,0.5414634146341464,0.26453401107894875,0.27838897104961124,0.013854959970662495,0.7266233457907827,0.7626734142620665,0.03605006847128378,1309.0,1296.557283054786,71.55682632696713
stu_fte455_192,fast_but_careless,249,0.5863453815261044,0.2525956706892329,0.26612590149981247,0.01353023081057958,0.7049099429990702,0.7310146419450568,0.02610469894598666,1525.0,1563.00275584617,69.5205342106785
stu_fte455_132,fast_but_careless,198,0.5707070707070707,0.23429846138352908,0.2475289792739654,0.013230517890436305,0.660554791904423,0.6881856888732109,0.027630896968787844,1382.0,1440.0953154650738,57.08083781717225
stu_fte455_172,fast_but_careless,209,0.5980861244019139,0.2437496949835225,0.25356180805717987,0.00981211307365737,0.6830806070736428,0.7082801180718112,0.025199510998168417,1430.0,1430.0764570253298,49.854922438464605
stu_fte455_016,steady_improver,263,0.6730038022813688,0.20641599298083682,0.21521811219312284,0.00880211921228602,0.6038311089386941,0.6212319882065321,0.017400879267838065,1628.0,1584.191940662744,43.49840524612026
stu_fte455_083,slow_analytical,341,0.6598240469208211,0.21036055551891483,0.21867521283932895,0.008314657320414115,0.6108394326065772,0.6317950561495438,0.02095562354296654,1628.0,1628.2445358430423,54.07653148670118
stu_fte455_061,steady_improver,395,0.7164556962025317,0.18997908170720224,0.19753913278418553,0.007560051076983293,0.5613723737159444,0.578495077924489,0.01712270420854456,1743.0,1634.3361379307369,77.45827383606765
stu_fte455_147,fast_but_careless,280,0.5178571428571429,0.2409094487677052,0.2479616930483754,0.007052244280670195,0.6752614100223121,0.6899196144137681,0.014658204391456042,1318.0,1411.4657652253104,43.08515423750917
stu_fte455_101,steady_improver,434,0.6820276497695853,0.21292666147202904,0.21990698912585582,0.006980327653826779,0.6161438692114319,0.6368368747152244,0.020693005503792494,1704.0,1586.9576383585252,49.528192302079106
stu_fte455_035,remediation_responder,237,0.6033755274261603,0.2436761688688416,0.2499576319744071,0.006281463105565488,0.6867847233749728,0.6975195543005109,0.010734830925538175,1498.0,1518.5750280586685,45.81942162461638
stu_fte455_161,steady_improver,354,0.692090395480226,0.2036524757775831,0.20985613032030026,0.006203654542717152,0.5973327360862594,0.6094129387131875,0.012080202626928105,1733.0,1586.1140193977976,67.17780206795001
stu_fte455_220,remediation_responder,327,0.6116207951070336,0.23183178311527214,0.2377005749152598,0.0058687917999876715,0.6545130630875243,0.6698627443297301,0.015349681242205815,1477.0,1524.5975762313299,61.78400897508817
stu_fte455_019,volatile_practicer,324,0.5524691358024691,0.23848657733287948,0.24400174198484825,0.005515164651968774,0.6698735274836648,0.6831878272507558,0.013314299767090976,1349.0,1375.600647770415,72.21786030520111
stu_fte455_040,remediation_responder,288,0.5486111111111112,0.23800657844134399,0.2431948422665164,0.005188263825172401,0.6681608254973325,0.6809278108220054,0.012766985324672908,1397.0,1462.9047129362507,54.28501651128173
stu_fte455_079,volatile_practicer,277,0.5740072202166066,0.24787390831102377,0.2529734426335247,0.005099534322500959,0.7029740485634812,0.7105102068485252,0.007536158285043948,1579.0,1485.7566511087327,58.15165344177949
stu_fte455_022,fast_but_careless,389,0.570694087403599,0.2525682322716099,0.25690745426616757,0.004339221994557663,0.700812552916394,0.7095603072721738,0.008747754355779791,1426.0,1406.9876393671634,55.88669938793309
stu_fte455_060,remediation_responder,357,0.5770308123249299,0.23756164226955895,0.24188554473412113,0.004323902464562185,0.6690152618510917,0.6791470621812249,0.010131800330133167,1393.0,1455.1708043043602,57.05117615014807
stu_fte455_051,steady_improver,340,0.6852941176470588,0.22128389486270936,0.22557343403740307,0.004289539174693713,0.6442242527698461,0.6500634848007476,0.005839232030901531,1698.0,1535.3341790099114,72.15214628902962
stu_fte455_149,volatile_practicer,260,0.5615384615384615,0.24856776085985113,0.2527947710908045,0.004227010230953371,0.68930974147238,0.698490560311778,0.00918081883939803,1427.0,1420.4923394561238,59.85812638277893
stu_fte455_196,steady_improver,372,0.7096774193548387,0.1951786209833398,0.1993716689738245,0.0041930479904846996,0.5790835692247976,0.5853119636017814,0.006228394376983748,1756.0,1676.987750985503,50.76423119171959
stu_fte455_215,remediation_responder,286,0.5979020979020979,0.23719471186485244,0.24132595414232752,0.004131242277475078,0.6777235272518138,0.6861132456486609,0.008389718396847101,1579.0,1476.9452243987898,50.05055591180042
stu_fte455_010,remediation_responder,419,0.6443914081145584,0.2241771450662942,0.22830286478626338,0.004125719719969195,0.6412837411938032,0.6522684968408053,0.010984755647002187,1582.0,1499.9010393923684,45.35239105532805
stu_fte455_117,fast_but_careless,211,0.5545023696682464,0.2338851842916861,0.23800624589738248,0.004121061605696391,0.6616101722794421,0.6679818853338046,0.006371713054362571,1508.0,1479.1707667031744,48.01416107003975
stu_fte455_130,remediation_responder,328,0.5823170731707317,0.24249726713305342,0.24654172337721622,0.004044456244162803,0.6812892636832123,0.6880322727093966,0.006743009026184299,1490.0,1540.9527807284671,66.28157921379507
stu_fte455_070,remediation_responder,418,0.6483253588516746,0.22241112255015139,0.22637221257568677,0.00396109002553538,0.6362484737711298,0.6447396667333827,0.00849119296225287,1564.0,1516.643541465041,51.523459818334175
stu_fte455_188,slow_analytical,300,0.5933333333333334,0.24289401728131962,0.24682124997058733,0.003927232689267701,0.6803107314783062,0.6866402787833453,0.006329547305039096,1521.0,1528.9175126351613,51.546300207031656
stu_fte455_093,slow_analytical,344,0.622093023255814,0.23621005117448135,0.24008446925817103,0.0038744180836896847,0.6685022322017636,0.6761818622977834,0.007679630096019796,1580.0,1430.4057499694038,78.5789072598548
stu_fte455_184,volatile_practicer,283,0.6537102473498233,0.2377282842803209,0.24141067828973903,0.0036823940094181384,0.6887173876074391,0.6842034048838183,-0.004513982723620802,1672.0,1532.8925552103976,58.3081654142449
stu_fte455_017,fast_but_careless,408,0.5735294117647058,0.23622022139366997,0.23984666315527434,0.003626441761604371,0.6654034025195701,0.675350544599952,0.009947142080381943,1386.0,1408.0799403094147,62.28762048083877
stu_fte455_018,slow_analytical,353,0.6345609065155807,0.22765157462548793,0.23127148735688272,0.003619912731394781,0.6485618033782594,0.6560314185960715,0.007469615217812087,1546.0,1431.2095404877834,54.94433422065079
stu_fte455_170,remediation_responder,389,0.5912596401028277,0.23310475169921552,0.23660385975398399,0.0034991080547684683,0.6567217720582724,0.6647440939457113,0.008022321887438899,1491.0,1527.8145256000396,57.872170821871556
stu_fte455_039,volatile_practicer,379,0.5646437994722955,0.24629261919542955,0.24979027317821187,0.003497653982782317,0.6873991277836006,0.6946915886802617,0.007292460896661135,1492.0,1384.8546388513282,45.11772519238366
stu_fte455_057,fast_but_careless,327,0.5504587155963303,0.23768239257601614,0.24105939524473333,0.003377002668717183,0.6690051222643808,0.6771325290678942,0.008127406803513426,1364.0,1377.2311550224501,59.848711782125825
stu_fte455_046,steady_improver,350,0.6457142857142857,0.22150278389986347,0.22479192702498738,0.0032891431251239056,0.6337326999967499,0.6424944795510704,0.008761779554320559,1575.0,1500.560282111059,59.43545280379748
stu_fte455_081,steady_improver,323,0.5727554179566563,0.23095106590390643,0.23419332906283977,0.003242263158933334,0.6532724215453809,0.6600112815356443,0.006738859990263357,1452.0,1416.9234828561946,42.03892053445861
stu_fte455_078,slow_analytical,290,0.6344827586206897,0.21197976907931834,0.21471855323099762,0.0027387841516792744,0.6113935512855773,0.6181382675911957,0.006744716305618459,1545.0,1554.288331152537,40.62306227416303
stu_fte455_044,volatile_practicer,350,0.5114285714285715,0.2632712138396284,0.26593277009058064,0.002661556250952213,0.7243854810147439,0.730683733413244,0.006298252398500126,1312.0,1412.187452217215,42.19188956492796
stu_fte455_073,slow_analytical,252,0.6388888888888888,0.2308503965426847,0.2334562070243531,0.0026058104816684136,0.6583737217104881,0.6607841725328589,0.002410450822370791,1592.0,1571.4448324674624,46.599055410312964
stu_fte455_112,fast_but_careless,254,0.5,0.24732013746090964,0.2498260769576599,0.0025059394967502646,0.6890347125460858,0.6936230174146956,0.004588304868609727,1329.0,1413.6583318538535,55.57140913520192
stu_fte455_206,steady_improver,385,0.6,0.22854157930619937,0.23104102859340644,0.0024994492872070784,0.6476185258981326,0.6526690442466015,0.005050518348468924,1468.0,1495.169331270015,57.93203626678107
stu_fte455_123,slow_analytical,400,0.695,0.21186276688863018,0.21435205505128316,0.0024892881626529806,0.6158337990511302,0.6230995085237186,0.007265709472588422,1621.0,1553.8821146916712,59.27200935789425
stu_fte455_043,slow_analytical,255,0.596078431372549,0.22430874471472834,0.2267910959162689,0.0024823512015405558,0.6384225300988048,0.6424269564866159,0.004004426387811066,1435.0,1565.2485809731804,48.35215695814976
stu_fte455_152,fast_but_careless,202,0.5247524752475248,0.24726096504083903,0.24972287593966352,0.0024619108988244987,0.689318413930825,0.6962258107916002,0.006907396860775128,1254.0,1349.3909073132495,57.025204418190725
stu_fte455_125,remediation_responder,216,0.6666666666666666,0.21940821318857445,0.22176897975602494,0.0023607665674504896,0.6302849500810542,0.6340286740837074,0.003743724002653215,1611.0,1575.1101786149125,49.25634735821308
stu_fte455_084,volatile_practicer,273,0.5824175824175825,0.22611550882411455,0.2284585563832418,0.0023430475591272593,0.6420586195118785,0.6471026667358457,0.00504404722396723,1468.0,1464.947165901065,52.21040482931391
stu_fte455_141,steady_improver,309,0.7119741100323624,0.19009131574407337,0.19239377875280192,0.0023024630087285503,0.5617335338179159,0.5669530212633742,0.005219487445458304,1673.0,1613.4865731041584,43.67085161808723
stu_fte455_158,slow_analytical,247,0.6234817813765182,0.2152161374996573,0.21745462392205725,0.00223848642239996,0.6217332558459121,0.624776778584045,0.003043522738132909,1591.0,1546.3568218967612,49.73708473125149
stu_fte455_028,slow_analytical,317,0.6182965299684543,0.23359969037220343,0.23583301611804283,0.0022333257458393985,0.6603797265820351,0.6666192075028556,0.006239480920820495,1483.0,1490.251681795478,50.24940053477121
stu_fte455_126,steady_improver,397,0.6347607052896725,0.21634785479836502,0.21856957665124924,0.0022217218528842175,0.620135216880398,0.6250821341099709,0.004946917229572967,1569.0,1525.359880775956,57.07177685798294
stu_fte455_025,remediation_responder,196,0.5969387755102041,0.24683538470032088,0.24893445717223098,0.0020990724719101017,0.6945895498475494,0.6955618294303306,0.0009722795827812325,1495.0,1485.4473314372908,30.0
stu_fte455_053,slow_analytical,410,0.6414634146341464,0.21361522667281746,0.21557539804065415,0.0019601713678366883,0.6150934793960066,0.618090066867638,0.002996587471631451,1533.0,1463.4787776275828,42.87903049124734
stu_fte455_139,volatile_practicer,255,0.5686274509803921,0.24264663035510617,0.24458654274545436,0.0019399123903481863,0.6806616525350058,0.684197304179857,0.0035356516448512565,1523.0,1498.7149531226228,35.73598587285928
stu_fte455_159,volatile_practicer,340,0.5176470588235295,0.23761875719752476,0.2395494190120368,0.0019306618145120413,0.6672364170622578,0.6716582987762939,0.004421881714036124,1300.0,1217.4141940608388,67.44046719354631
stu_fte455_008,slow_analytical,210,0.6,0.24520878590386086,0.24708595888227797,0.0018771729784171076,0.6853264560247067,0.6893224192437379,0.003995963219031284,1525.0,1529.0312776845574,51.00775492112791
stu_fte455_190,remediation_responder,433,0.6466512702078522,0.2338236860923589,0.23559508144700964,0.0017713953546507344,0.6581422748130201,0.6632991323187387,0.005156857505718593,1498.0,1563.9991319731625,50.655657543574186
stu_fte455_162,fast_but_careless,355,0.5492957746478874,0.24340284687124042,0.24507486349111526,0.0016720166198748443,0.6811612299557418,0.6850628179046699,0.0039015879489281424,1319.0,1419.2051077456185,53.16158514269837
stu_fte455_030,remediation_responder,315,0.5873015873015873,0.23236885927344733,0.23401452332502928,0.001645664051581952,0.6560242045266583,0.6593553682473487,0.003331163720690422,1509.0,1445.0127875614546,45.41156996085899
stu_fte455_007,fast_but_careless,312,0.5576923076923077,0.23595880392999805,0.23740596606249184,0.0014471621324937955,0.664674407519724,0.6676350226900862,0.0029606151703622796,1344.0,1391.9675438453453,53.096721897534984
stu_fte455_047,fast_but_careless,258,0.5775193798449613,0.23481215328638858,0.23622928107020685,0.0014171277838182783,0.663630650693278,0.6669022067025104,0.003271556009232457,1445.0,1461.2202680517064,56.505024923468135
stu_fte455_218,slow_analytical,363,0.6418732782369146,0.22037647332667934,0.22176144179740137,0.0013849684707220311,0.6332420905606281,0.6383374914526001,0.005095400891972024,1577.0,1479.157967194105,58.757941994015354
stu_fte455_150,remediation_responder,354,0.556497175141243,0.235644552131774,0.23697908691572872,0.0013345347839547328,0.6638941002444299,0.6659566736173005,0.0020625733728706352,1466.0,1423.516669384684,42.64713280562839
stu_fte455_194,volatile_practicer,382,0.5706806282722513,0.22676083880878062,0.22807723757058837,0.0013163987618077522,0.6450141155657206,0.6472283781169609,0.0022142625512402425,1372.0,1379.5588737100286,42.88915581842906
stu_fte455_115,remediation_responder,315,0.6825396825396826,0.2017851591597761,0.20308687999031488,0.0013017208305387828,0.5894972618592356,0.5925276587236761,0.00303039686444051,1590.0,1599.720280856704,48.29513330811263
stu_fte455_107,fast_but_careless,373,0.5495978552278821,0.2420951799421324,0.2433903256155108,0.0012951456733784061,0.6803293898967139,0.6820656867122401,0.0017362968155262282,1417.0,1440.7017724195225,50.74440271880696
stu_fte455_197,fast_but_careless,212,0.589622641509434,0.24596616732709586,0.2472335145872141,0.0012673472601182345,0.6973958245436609,0.6928450239539494,-0.004550800589711468,1477.0,1472.2637957512636,50.00690398448947
